value,deletef,delete1,keep,del2,hand,hand_type,hand_desc
494,4,156,2964,35816,AQJT2,F,Ace-HighFlush
495,4,180,3960,56016,AQJ98,F,Ace-HighFlush
496,4,176,3784,52236,AQJ97,F,Ace-HighFlush
497,4,172,3612,48624,AQJ96,F,Ace-HighFlush
498,4,168,3444,45176,AQJ95,F,Ace-HighFlush
499,4,164,3280,41900,AQJ94,F,Ace-HighFlush
500,4,160,3120,38780,AQJ93,F,Ace-HighFlush
501,4,156,2964,35816,AQJ92,F,Ace-HighFlush
502,4,176,3784,52232,AQJ87,F,Ace-HighFlush
503,4,172,3612,48624,AQJ86,F,Ace-HighFlush
504,4,168,3444,45176,AQJ85,F,Ace-HighFlush
505,4,164,3280,41900,AQJ84,F,Ace-HighFlush
506,4,160,3120,38780,AQJ83,F,Ace-HighFlush
507,4,156,2964,35816,AQJ82,F,Ace-HighFlush
508,4,172,3612,48620,AQJ76,F,Ace-HighFlush
509,4,168,3444,45176,AQJ75,F,Ace-HighFlush
510,4,164,3280,41900,AQJ74,F,Ace-HighFlush
511,4,160,3120,38780,AQJ73,F,Ace-HighFlush
512,4,156,2964,35816,AQJ72,F,Ace-HighFlush
513,4,168,3444,45176,AQJ65,F,Ace-HighFlush
514,4,164,3280,41900,AQJ64,F,Ace-HighFlush
515,4,160,3120,38780,AQJ63,F,Ace-HighFlush
516,4,156,2964,35816,AQJ62,F,Ace-HighFlush
517,4,164,3276,41744,AQJ54,F,Ace-HighFlush
518,4,160,3120,38780,AQJ53,F,Ace-HighFlush
519,4,156,2964,35816,AQJ52,F,Ace-HighFlush
520,4,160,3120,38780,AQJ43,F,Ace-HighFlush
521,4,156,2964,35816,AQJ42,F,Ace-HighFlush
522,4,156,2964,35816,AQJ32,F,Ace-HighFlush
523,4,180,3956,55848,AQT98,F,Ace-HighFlush
524,4,176,3784,52236,AQT97,F,Ace-HighFlush
525,4,172,3612,48624,AQT96,F,Ace-HighFlush
526,4,168,3444,45176,AQT95,F,Ace-HighFlush
527,4,164,3280,41900,AQT94,F,Ace-HighFlush
528,4,160,3120,38780,AQT93,F,Ace-HighFlush
529,4,156,2964,35816,AQT92,F,Ace-HighFlush
530,4,176,3784,52232,AQT87,F,Ace-HighFlush
531,4,172,3612,48624,AQT86,F,Ace-HighFlush
532,4,168,3444,45176,AQT85,F,Ace-HighFlush
533,4,164,3280,41900,AQT84,F,Ace-HighFlush
534,4,160,3120,38780,AQT83,F,Ace-HighFlush
535,4,156,2964,35816,AQT82,F,Ace-HighFlush
536,4,172,3612,48620,AQT76,F,Ace-HighFlush
537,4,168,3444,45176,AQT75,F,Ace-HighFlush
538,4,164,3280,41900,AQT74,F,Ace-HighFlush
539,4,160,3120,38780,AQT73,F,Ace-HighFlush
540,4,156,2964,35816,AQT72,F,Ace-HighFlush
541,4,168,3444,45176,AQT65,F,Ace-HighFlush
542,4,164,3280,41900,AQT64,F,Ace-HighFlush
543,4,160,3120,38780,AQT63,F,Ace-HighFlush
544,4,156,2964,35816,AQT62,F,Ace-HighFlush
545,4,164,3276,41744,AQT54,F,Ace-HighFlush
546,4,160,3120,38780,AQT53,F,Ace-HighFlush
547,4,156,2964,35816,AQT52,F,Ace-HighFlush
548,4,160,3120,38780,AQT43,F,Ace-HighFlush
549,4,156,2964,35816,AQT42,F,Ace-HighFlush
550,4,156,2964,35816,AQT32,F,Ace-HighFlush
551,4,176,3780,52068,AQ987,F,Ace-HighFlush
552,4,172,3612,48624,AQ986,F,Ace-HighFlush
553,4,168,3444,45176,AQ985,F,Ace-HighFlush
554,4,164,3280,41900,AQ984,F,Ace-HighFlush
555,4,160,3120,38780,AQ983,F,Ace-HighFlush
556,4,156,2964,35816,AQ982,F,Ace-HighFlush
557,4,172,3612,48620,AQ976,F,Ace-HighFlush
558,4,168,3444,45176,AQ975,F,Ace-HighFlush
559,4,164,3280,41900,AQ974,F,Ace-HighFlush
560,4,160,3120,38780,AQ973,F,Ace-HighFlush
561,4,156,2964,35816,AQ972,F,Ace-HighFlush
562,4,168,3444,45176,AQ965,F,Ace-HighFlush
563,4,164,3280,41900,AQ964,F,Ace-HighFlush
564,4,160,3120,38780,AQ963,F,Ace-HighFlush
565,4,156,2964,35816,AQ962,F,Ace-HighFlush
566,4,164,3276,41744,AQ954,F,Ace-HighFlush
567,4,160,3120,38780,AQ953,F,Ace-HighFlush
568,4,156,2964,35816,AQ952,F,Ace-HighFlush
569,4,160,3120,38780,AQ943,F,Ace-HighFlush
570,4,156,2964,35816,AQ942,F,Ace-HighFlush
571,4,156,2964,35816,AQ932,F,Ace-HighFlush
572,4,172,3608,48460,AQ876,F,Ace-HighFlush
573,4,168,3444,45176,AQ875,F,Ace-HighFlush
574,4,164,3280,41900,AQ874,F,Ace-HighFlush
575,4,160,3120,38780,AQ873,F,Ace-HighFlush
576,4,156,2964,35816,AQ872,F,Ace-HighFlush
577,4,168,3444,45176,AQ865,F,Ace-HighFlush
578,4,164,3280,41900,AQ864,F,Ace-HighFlush
579,4,160,3120,38780,AQ863,F,Ace-HighFlush
580,4,156,2964,35816,AQ862,F,Ace-HighFlush
581,4,164,3276,41744,AQ854,F,Ace-HighFlush
582,4,160,3120,38780,AQ853,F,Ace-HighFlush
583,4,156,2964,35816,AQ852,F,Ace-HighFlush
584,4,160,3120,38780,AQ843,F,Ace-HighFlush
585,4,156,2964,35816,AQ842,F,Ace-HighFlush
586,4,156,2964,35816,AQ832,F,Ace-HighFlush
587,4,168,3440,45020,AQ765,F,Ace-HighFlush
588,4,164,3280,41900,AQ764,F,Ace-HighFlush
589,4,160,3120,38780,AQ763,F,Ace-HighFlush
590,4,156,2964,35816,AQ762,F,Ace-HighFlush
591,4,164,3276,41744,AQ754,F,Ace-HighFlush
592,4,160,3120,38780,AQ753,F,Ace-HighFlush
593,4,156,2964,35816,AQ752,F,Ace-HighFlush
594,4,160,3120,38780,AQ743,F,Ace-HighFlush
595,4,156,2964,35816,AQ742,F,Ace-HighFlush
596,4,156,2964,35816,AQ732,F,Ace-HighFlush
597,4,164,3276,41744,AQ654,F,Ace-HighFlush
598,4,160,3120,38780,AQ653,F,Ace-HighFlush
599,4,156,2964,35816,AQ652,F,Ace-HighFlush
600,4,160,3120,38780,AQ643,F,Ace-HighFlush
601,4,156,2964,35816,AQ642,F,Ace-HighFlush
602,4,156,2964,35816,AQ632,F,Ace-HighFlush
603,4,156,2964,35816,AQ543,F,Ace-HighFlush
604,4,156,2964,35816,AQ542,F,Ace-HighFlush
605,4,156,2964,35816,AQ532,F,Ace-HighFlush
606,4,156,2964,35816,AQ432,F,Ace-HighFlush
607,4,176,3784,52236,AJT98,F,Ace-HighFlush
608,4,176,3784,52236,AJT97,F,Ace-HighFlush
609,4,172,3612,48624,AJT96,F,Ace-HighFlush
610,4,168,3444,45176,AJT95,F,Ace-HighFlush
611,4,164,3280,41900,AJT94,F,Ace-HighFlush
612,4,160,3120,38780,AJT93,F,Ace-HighFlush
613,4,156,2964,35816,AJT92,F,Ace-HighFlush
614,4,176,3784,52232,AJT87,F,Ace-HighFlush
615,4,172,3612,48624,AJT86,F,Ace-HighFlush
616,4,168,3444,45176,AJT85,F,Ace-HighFlush
617,4,164,3280,41900,AJT84,F,Ace-HighFlush
618,4,160,3120,38780,AJT83,F,Ace-HighFlush
619,4,156,2964,35816,AJT82,F,Ace-HighFlush
620,4,172,3612,48620,AJT76,F,Ace-HighFlush
621,4,168,3444,45176,AJT75,F,Ace-HighFlush
622,4,164,3280,41900,AJT74,F,Ace-HighFlush
623,4,160,3120,38780,AJT73,F,Ace-HighFlush
624,4,156,2964,35816,AJT72,F,Ace-HighFlush
625,4,168,3444,45176,AJT65,F,Ace-HighFlush
626,4,164,3280,41900,AJT64,F,Ace-HighFlush
627,4,160,3120,38780,AJT63,F,Ace-HighFlush
628,4,156,2964,35816,AJT62,F,Ace-HighFlush
629,4,164,3276,41744,AJT54,F,Ace-HighFlush
630,4,160,3120,38780,AJT53,F,Ace-HighFlush
631,4,156,2964,35816,AJT52,F,Ace-HighFlush
632,4,160,3120,38780,AJT43,F,Ace-HighFlush
633,4,156,2964,35816,AJT42,F,Ace-HighFlush
634,4,156,2964,35816,AJT32,F,Ace-HighFlush
635,4,176,3780,52068,AJ987,F,Ace-HighFlush
636,4,172,3612,48624,AJ986,F,Ace-HighFlush
637,4,168,3444,45176,AJ985,F,Ace-HighFlush
638,4,164,3280,41900,AJ984,F,Ace-HighFlush
639,4,160,3120,38780,AJ983,F,Ace-HighFlush
640,4,156,2964,35816,AJ982,F,Ace-HighFlush
641,4,172,3612,48620,AJ976,F,Ace-HighFlush
642,4,168,3444,45176,AJ975,F,Ace-HighFlush
643,4,164,3280,41900,AJ974,F,Ace-HighFlush
644,4,160,3120,38780,AJ973,F,Ace-HighFlush
645,4,156,2964,35816,AJ972,F,Ace-HighFlush
646,4,168,3444,45176,AJ965,F,Ace-HighFlush
647,4,164,3280,41900,AJ964,F,Ace-HighFlush
648,4,160,3120,38780,AJ963,F,Ace-HighFlush
649,4,156,2964,35816,AJ962,F,Ace-HighFlush
650,4,164,3276,41744,AJ954,F,Ace-HighFlush
651,4,160,3120,38780,AJ953,F,Ace-HighFlush
652,4,156,2964,35816,AJ952,F,Ace-HighFlush
653,4,160,3120,38780,AJ943,F,Ace-HighFlush
654,4,156,2964,35816,AJ942,F,Ace-HighFlush
655,4,156,2964,35816,AJ932,F,Ace-HighFlush
656,4,172,3608,48460,AJ876,F,Ace-HighFlush
657,4,168,3444,45176,AJ875,F,Ace-HighFlush
658,4,164,3280,41900,AJ874,F,Ace-HighFlush
659,4,160,3120,38780,AJ873,F,Ace-HighFlush
660,4,156,2964,35816,AJ872,F,Ace-HighFlush
661,4,168,3444,45176,AJ865,F,Ace-HighFlush
662,4,164,3280,41900,AJ864,F,Ace-HighFlush
663,4,160,3120,38780,AJ863,F,Ace-HighFlush
664,4,156,2964,35816,AJ862,F,Ace-HighFlush
665,4,164,3276,41744,AJ854,F,Ace-HighFlush
666,4,160,3120,38780,AJ853,F,Ace-HighFlush
667,4,156,2964,35816,AJ852,F,Ace-HighFlush
668,4,160,3120,38780,AJ843,F,Ace-HighFlush
669,4,156,2964,35816,AJ842,F,Ace-HighFlush
670,4,156,2964,35816,AJ832,F,Ace-HighFlush
671,4,168,3440,45020,AJ765,F,Ace-HighFlush
672,4,164,3280,41900,AJ764,F,Ace-HighFlush
673,4,160,3120,38780,AJ763,F,Ace-HighFlush
674,4,156,2964,35816,AJ762,F,Ace-HighFlush
675,4,164,3276,41744,AJ754,F,Ace-HighFlush
676,4,160,3120,38780,AJ753,F,Ace-HighFlush
677,4,156,2964,35816,AJ752,F,Ace-HighFlush
678,4,160,3120,38780,AJ743,F,Ace-HighFlush
679,4,156,2964,35816,AJ742,F,Ace-HighFlush
680,4,156,2964,35816,AJ732,F,Ace-HighFlush
681,4,164,3276,41744,AJ654,F,Ace-HighFlush
682,4,160,3120,38780,AJ653,F,Ace-HighFlush
683,4,156,2964,35816,AJ652,F,Ace-HighFlush
684,4,160,3120,38780,AJ643,F,Ace-HighFlush
685,4,156,2964,35816,AJ642,F,Ace-HighFlush
686,4,156,2964,35816,AJ632,F,Ace-HighFlush
687,4,156,2964,35816,AJ543,F,Ace-HighFlush
688,4,156,2964,35816,AJ542,F,Ace-HighFlush
689,4,156,2964,35816,AJ532,F,Ace-HighFlush
690,4,156,2964,35816,AJ432,F,Ace-HighFlush
691,4,172,3612,48624,AT987,F,Ace-HighFlush
692,4,172,3612,48624,AT986,F,Ace-HighFlush
693,4,168,3444,45176,AT985,F,Ace-HighFlush
694,4,164,3280,41900,AT984,F,Ace-HighFlush
695,4,160,3120,38780,AT983,F,Ace-HighFlush
696,4,156,2964,35816,AT982,F,Ace-HighFlush
697,4,172,3612,48620,AT976,F,Ace-HighFlush
698,4,168,3444,45176,AT975,F,Ace-HighFlush
699,4,164,3280,41900,AT974,F,Ace-HighFlush
700,4,160,3120,38780,AT973,F,Ace-HighFlush
701,4,156,2964,35816,AT972,F,Ace-HighFlush
702,4,168,3444,45176,AT965,F,Ace-HighFlush
703,4,164,3280,41900,AT964,F,Ace-HighFlush
704,4,160,3120,38780,AT963,F,Ace-HighFlush
705,4,156,2964,35816,AT962,F,Ace-HighFlush
706,4,164,3276,41744,AT954,F,Ace-HighFlush
707,4,160,3120,38780,AT953,F,Ace-HighFlush
708,4,156,2964,35816,AT952,F,Ace-HighFlush
709,4,160,3120,38780,AT943,F,Ace-HighFlush
710,4,156,2964,35816,AT942,F,Ace-HighFlush
711,4,156,2964,35816,AT932,F,Ace-HighFlush
712,4,172,3608,48460,AT876,F,Ace-HighFlush
713,4,168,3444,45176,AT875,F,Ace-HighFlush
714,4,164,3280,41900,AT874,F,Ace-HighFlush
715,4,160,3120,38780,AT873,F,Ace-HighFlush
716,4,156,2964,35816,AT872,F,Ace-HighFlush
717,4,168,3444,45176,AT865,F,Ace-HighFlush
718,4,164,3280,41900,AT864,F,Ace-HighFlush
719,4,160,3120,38780,AT863,F,Ace-HighFlush
720,4,156,2964,35816,AT862,F,Ace-HighFlush
721,4,164,3276,41744,AT854,F,Ace-HighFlush
722,4,160,3120,38780,AT853,F,Ace-HighFlush
723,4,156,2964,35816,AT852,F,Ace-HighFlush
724,4,160,3120,38780,AT843,F,Ace-HighFlush
725,4,156,2964,35816,AT842,F,Ace-HighFlush
726,4,156,2964,35816,AT832,F,Ace-HighFlush
727,4,168,3440,45020,AT765,F,Ace-HighFlush
728,4,164,3280,41900,AT764,F,Ace-HighFlush
729,4,160,3120,38780,AT763,F,Ace-HighFlush
730,4,156,2964,35816,AT762,F,Ace-HighFlush
731,4,164,3276,41744,AT754,F,Ace-HighFlush
732,4,160,3120,38780,AT753,F,Ace-HighFlush
733,4,156,2964,35816,AT752,F,Ace-HighFlush
734,4,160,3120,38780,AT743,F,Ace-HighFlush
735,4,156,2964,35816,AT742,F,Ace-HighFlush
736,4,156,2964,35816,AT732,F,Ace-HighFlush
737,4,164,3276,41744,AT654,F,Ace-HighFlush
738,4,160,3120,38780,AT653,F,Ace-HighFlush
739,4,156,2964,35816,AT652,F,Ace-HighFlush
740,4,160,3120,38780,AT643,F,Ace-HighFlush
741,4,156,2964,35816,AT642,F,Ace-HighFlush
742,4,156,2964,35816,AT632,F,Ace-HighFlush
743,4,156,2964,35816,AT543,F,Ace-HighFlush
744,4,156,2964,35816,AT542,F,Ace-HighFlush
745,4,156,2964,35816,AT532,F,Ace-HighFlush
746,4,156,2964,35816,AT432,F,Ace-HighFlush
747,4,168,3444,45180,A9876,F,Ace-HighFlush
748,4,168,3444,45176,A9875,F,Ace-HighFlush
749,4,164,3280,41900,A9874,F,Ace-HighFlush
750,4,160,3120,38780,A9873,F,Ace-HighFlush
751,4,156,2964,35816,A9872,F,Ace-HighFlush
752,4,168,3444,45176,A9865,F,Ace-HighFlush
753,4,164,3280,41900,A9864,F,Ace-HighFlush
754,4,160,3120,38780,A9863,F,Ace-HighFlush
755,4,156,2964,35816,A9862,F,Ace-HighFlush
756,4,164,3276,41744,A9854,F,Ace-HighFlush
757,4,160,3120,38780,A9853,F,Ace-HighFlush
758,4,156,2964,35816,A9852,F,Ace-HighFlush
759,4,160,3120,38780,A9843,F,Ace-HighFlush
760,4,156,2964,35816,A9842,F,Ace-HighFlush
761,4,156,2964,35816,A9832,F,Ace-HighFlush
762,4,168,3440,45020,A9765,F,Ace-HighFlush
763,4,164,3280,41900,A9764,F,Ace-HighFlush
764,4,160,3120,38780,A9763,F,Ace-HighFlush
765,4,156,2964,35816,A9762,F,Ace-HighFlush
766,4,164,3276,41744,A9754,F,Ace-HighFlush
767,4,160,3120,38780,A9753,F,Ace-HighFlush
768,4,156,2964,35816,A9752,F,Ace-HighFlush
769,4,160,3120,38780,A9743,F,Ace-HighFlush
770,4,156,2964,35816,A9742,F,Ace-HighFlush
771,4,156,2964,35816,A9732,F,Ace-HighFlush
772,4,164,3276,41744,A9654,F,Ace-HighFlush
773,4,160,3120,38780,A9653,F,Ace-HighFlush
774,4,156,2964,35816,A9652,F,Ace-HighFlush
775,4,160,3120,38780,A9643,F,Ace-HighFlush
776,4,156,2964,35816,A9642,F,Ace-HighFlush
777,4,156,2964,35816,A9632,F,Ace-HighFlush
778,4,156,2964,35816,A9543,F,Ace-HighFlush
779,4,156,2964,35816,A9542,F,Ace-HighFlush
780,4,156,2964,35816,A9532,F,Ace-HighFlush
781,4,156,2964,35816,A9432,F,Ace-HighFlush
782,4,164,3280,41900,A8765,F,Ace-HighFlush
783,4,164,3280,41900,A8764,F,Ace-HighFlush
784,4,160,3120,38780,A8763,F,Ace-HighFlush
785,4,156,2964,35816,A8762,F,Ace-HighFlush
786,4,164,3276,41744,A8754,F,Ace-HighFlush
787,4,160,3120,38780,A8753,F,Ace-HighFlush
788,4,156,2964,35816,A8752,F,Ace-HighFlush
789,4,160,3120,38780,A8743,F,Ace-HighFlush
790,4,156,2964,35816,A8742,F,Ace-HighFlush
791,4,156,2964,35816,A8732,F,Ace-HighFlush
792,4,164,3276,41744,A8654,F,Ace-HighFlush
793,4,160,3120,38780,A8653,F,Ace-HighFlush
794,4,156,2964,35816,A8652,F,Ace-HighFlush
795,4,160,3120,38780,A8643,F,Ace-HighFlush
796,4,156,2964,35816,A8642,F,Ace-HighFlush
797,4,156,2964,35816,A8632,F,Ace-HighFlush
798,4,156,2964,35816,A8543,F,Ace-HighFlush
799,4,156,2964,35816,A8542,F,Ace-HighFlush
800,4,156,2964,35816,A8532,F,Ace-HighFlush
801,4,156,2964,35816,A8432,F,Ace-HighFlush
802,4,160,3120,38780,A7654,F,Ace-HighFlush
803,4,160,3120,38780,A7653,F,Ace-HighFlush
804,4,156,2964,35816,A7652,F,Ace-HighFlush
805,4,160,3120,38780,A7643,F,Ace-HighFlush
806,4,156,2964,35816,A7642,F,Ace-HighFlush
807,4,156,2964,35816,A7632,F,Ace-HighFlush
808,4,156,2964,35816,A7543,F,Ace-HighFlush
809,4,156,2964,35816,A7542,F,Ace-HighFlush
810,4,156,2964,35816,A7532,F,Ace-HighFlush
811,4,156,2964,35816,A7432,F,Ace-HighFlush
812,4,156,2964,35816,A6543,F,Ace-HighFlush
813,4,156,2964,35816,A6542,F,Ace-HighFlush
814,4,156,2964,35816,A6532,F,Ace-HighFlush
815,4,156,2964,35816,A6432,F,Ace-HighFlush
816,4,180,3960,56020,KQJT8,F,King-HighFlush
817,4,176,3784,52236,KQJT7,F,King-HighFlush
818,4,172,3612,48624,KQJT6,F,King-HighFlush
819,4,168,3444,45180,KQJT5,F,King-HighFlush
820,4,164,3280,41900,KQJT4,F,King-HighFlush
821,4,160,3120,38780,KQJT3,F,King-HighFlush
822,4,156,2964,35816,KQJT2,F,King-HighFlush
823,4,180,3960,56016,KQJ98,F,King-HighFlush
824,4,176,3784,52236,KQJ97,F,King-HighFlush
825,4,172,3612,48624,KQJ96,F,King-HighFlush
826,4,168,3444,45180,KQJ95,F,King-HighFlush
827,4,164,3280,41900,KQJ94,F,King-HighFlush
828,4,160,3120,38780,KQJ93,F,King-HighFlush
829,4,156,2964,35816,KQJ92,F,King-HighFlush
830,4,176,3784,52232,KQJ87,F,King-HighFlush
831,4,172,3612,48624,KQJ86,F,King-HighFlush
832,4,168,3444,45180,KQJ85,F,King-HighFlush
833,4,164,3280,41900,KQJ84,F,King-HighFlush
834,4,160,3120,38780,KQJ83,F,King-HighFlush
835,4,156,2964,35816,KQJ82,F,King-HighFlush
836,4,172,3612,48620,KQJ76,F,King-HighFlush
837,4,168,3444,45180,KQJ75,F,King-HighFlush
838,4,164,3280,41900,KQJ74,F,King-HighFlush
839,4,160,3120,38780,KQJ73,F,King-HighFlush
840,4,156,2964,35816,KQJ72,F,King-HighFlush
841,4,168,3444,45176,KQJ65,F,King-HighFlush
842,4,164,3280,41900,KQJ64,F,King-HighFlush
843,4,160,3120,38780,KQJ63,F,King-HighFlush
844,4,156,2964,35816,KQJ62,F,King-HighFlush
845,4,164,3280,41900,KQJ54,F,King-HighFlush
846,4,160,3120,38780,KQJ53,F,King-HighFlush
847,4,156,2964,35816,KQJ52,F,King-HighFlush
848,4,160,3120,38780,KQJ43,F,King-HighFlush
849,4,156,2964,35816,KQJ42,F,King-HighFlush
850,4,156,2964,35816,KQJ32,F,King-HighFlush
851,4,180,3956,55848,KQT98,F,King-HighFlush
852,4,176,3784,52236,KQT97,F,King-HighFlush
853,4,172,3612,48624,KQT96,F,King-HighFlush
854,4,168,3444,45180,KQT95,F,King-HighFlush
855,4,164,3280,41900,KQT94,F,King-HighFlush
856,4,160,3120,38780,KQT93,F,King-HighFlush
857,4,156,2964,35816,KQT92,F,King-HighFlush
858,4,176,3784,52232,KQT87,F,King-HighFlush
859,4,172,3612,48624,KQT86,F,King-HighFlush
860,4,168,3444,45180,KQT85,F,King-HighFlush
861,4,164,3280,41900,KQT84,F,King-HighFlush
862,4,160,3120,38780,KQT83,F,King-HighFlush
863,4,156,2964,35816,KQT82,F,King-HighFlush
864,4,172,3612,48620,KQT76,F,King-HighFlush
865,4,168,3444,45180,KQT75,F,King-HighFlush
866,4,164,3280,41900,KQT74,F,King-HighFlush
867,4,160,3120,38780,KQT73,F,King-HighFlush
868,4,156,2964,35816,KQT72,F,King-HighFlush
869,4,168,3444,45176,KQT65,F,King-HighFlush
870,4,164,3280,41900,KQT64,F,King-HighFlush
871,4,160,3120,38780,KQT63,F,King-HighFlush
872,4,156,2964,35816,KQT62,F,King-HighFlush
873,4,164,3280,41900,KQT54,F,King-HighFlush
874,4,160,3120,38780,KQT53,F,King-HighFlush
875,4,156,2964,35816,KQT52,F,King-HighFlush
876,4,160,3120,38780,KQT43,F,King-HighFlush
877,4,156,2964,35816,KQT42,F,King-HighFlush
878,4,156,2964,35816,KQT32,F,King-HighFlush
879,4,176,3780,52068,KQ987,F,King-HighFlush
880,4,172,3612,48624,KQ986,F,King-HighFlush
881,4,168,3444,45180,KQ985,F,King-HighFlush
882,4,164,3280,41900,KQ984,F,King-HighFlush
883,4,160,3120,38780,KQ983,F,King-HighFlush
884,4,156,2964,35816,KQ982,F,King-HighFlush
885,4,172,3612,48620,KQ976,F,King-HighFlush
886,4,168,3444,45180,KQ975,F,King-HighFlush
887,4,164,3280,41900,KQ974,F,King-HighFlush
888,4,160,3120,38780,KQ973,F,King-HighFlush
889,4,156,2964,35816,KQ972,F,King-HighFlush
890,4,168,3444,45176,KQ965,F,King-HighFlush
891,4,164,3280,41900,KQ964,F,King-HighFlush
892,4,160,3120,38780,KQ963,F,King-HighFlush
893,4,156,2964,35816,KQ962,F,King-HighFlush
894,4,164,3280,41900,KQ954,F,King-HighFlush
895,4,160,3120,38780,KQ953,F,King-HighFlush
896,4,156,2964,35816,KQ952,F,King-HighFlush
897,4,160,3120,38780,KQ943,F,King-HighFlush
898,4,156,2964,35816,KQ942,F,King-HighFlush
899,4,156,2964,35816,KQ932,F,King-HighFlush
900,4,172,3608,48460,KQ876,F,King-HighFlush
901,4,168,3444,45180,KQ875,F,King-HighFlush
902,4,164,3280,41900,KQ874,F,King-HighFlush
903,4,160,3120,38780,KQ873,F,King-HighFlush
904,4,156,2964,35816,KQ872,F,King-HighFlush
905,4,168,3444,45176,KQ865,F,King-HighFlush
906,4,164,3280,41900,KQ864,F,King-HighFlush
907,4,160,3120,38780,KQ863,F,King-HighFlush
908,4,156,2964,35816,KQ862,F,King-HighFlush
909,4,164,3280,41900,KQ854,F,King-HighFlush
910,4,160,3120,38780,KQ853,F,King-HighFlush
911,4,156,2964,35816,KQ852,F,King-HighFlush
912,4,160,3120,38780,KQ843,F,King-HighFlush
913,4,156,2964,35816,KQ842,F,King-HighFlush
914,4,156,2964,35816,KQ832,F,King-HighFlush
915,4,168,3440,45020,KQ765,F,King-HighFlush
916,4,164,3280,41900,KQ764,F,King-HighFlush
917,4,160,3120,38780,KQ763,F,King-HighFlush
918,4,156,2964,35816,KQ762,F,King-HighFlush
919,4,164,3280,41900,KQ754,F,King-HighFlush
920,4,160,3120,38780,KQ753,F,King-HighFlush
921,4,156,2964,35816,KQ752,F,King-HighFlush
922,4,160,3120,38780,KQ743,F,King-HighFlush
923,4,156,2964,35816,KQ742,F,King-HighFlush
924,4,156,2964,35816,KQ732,F,King-HighFlush
925,4,164,3276,41744,KQ654,F,King-HighFlush
926,4,160,3120,38780,KQ653,F,King-HighFlush
927,4,156,2964,35816,KQ652,F,King-HighFlush
928,4,160,3120,38780,KQ643,F,King-HighFlush
929,4,156,2964,35816,KQ642,F,King-HighFlush
930,4,156,2964,35816,KQ632,F,King-HighFlush
931,4,160,3120,38780,KQ543,F,King-HighFlush
932,4,156,2964,35816,KQ542,F,King-HighFlush
933,4,156,2964,35816,KQ532,F,King-HighFlush
934,4,156,2964,35816,KQ432,F,King-HighFlush
935,4,176,3784,52236,KJT98,F,King-HighFlush
936,4,176,3784,52236,KJT97,F,King-HighFlush
937,4,172,3612,48624,KJT96,F,King-HighFlush
938,4,168,3444,45180,KJT95,F,King-HighFlush
939,4,164,3280,41900,KJT94,F,King-HighFlush
940,4,160,3120,38780,KJT93,F,King-HighFlush
941,4,156,2964,35816,KJT92,F,King-HighFlush
942,4,176,3784,52232,KJT87,F,King-HighFlush
943,4,172,3612,48624,KJT86,F,King-HighFlush
944,4,168,3444,45180,KJT85,F,King-HighFlush
945,4,164,3280,41900,KJT84,F,King-HighFlush
946,4,160,3120,38780,KJT83,F,King-HighFlush
947,4,156,2964,35816,KJT82,F,King-HighFlush
948,4,172,3612,48620,KJT76,F,King-HighFlush
949,4,168,3444,45180,KJT75,F,King-HighFlush
950,4,164,3280,41900,KJT74,F,King-HighFlush
951,4,160,3120,38780,KJT73,F,King-HighFlush
952,4,156,2964,35816,KJT72,F,King-HighFlush
953,4,168,3444,45176,KJT65,F,King-HighFlush
954,4,164,3280,41900,KJT64,F,King-HighFlush
955,4,160,3120,38780,KJT63,F,King-HighFlush
956,4,156,2964,35816,KJT62,F,King-HighFlush
957,4,164,3280,41900,KJT54,F,King-HighFlush
958,4,160,3120,38780,KJT53,F,King-HighFlush
959,4,156,2964,35816,KJT52,F,King-HighFlush
960,4,160,3120,38780,KJT43,F,King-HighFlush
961,4,156,2964,35816,KJT42,F,King-HighFlush
962,4,156,2964,35816,KJT32,F,King-HighFlush
963,4,176,3780,52068,KJ987,F,King-HighFlush
964,4,172,3612,48624,KJ986,F,King-HighFlush
965,4,168,3444,45180,KJ985,F,King-HighFlush
966,4,164,3280,41900,KJ984,F,King-HighFlush
967,4,160,3120,38780,KJ983,F,King-HighFlush
968,4,156,2964,35816,KJ982,F,King-HighFlush
969,4,172,3612,48620,KJ976,F,King-HighFlush
970,4,168,3444,45180,KJ975,F,King-HighFlush
971,4,164,3280,41900,KJ974,F,King-HighFlush
972,4,160,3120,38780,KJ973,F,King-HighFlush
973,4,156,2964,35816,KJ972,F,King-HighFlush
974,4,168,3444,45176,KJ965,F,King-HighFlush
975,4,164,3280,41900,KJ964,F,King-HighFlush
976,4,160,3120,38780,KJ963,F,King-HighFlush
977,4,156,2964,35816,KJ962,F,King-HighFlush
978,4,164,3280,41900,KJ954,F,King-HighFlush
979,4,160,3120,38780,KJ953,F,King-HighFlush
980,4,156,2964,35816,KJ952,F,King-HighFlush
981,4,160,3120,38780,KJ943,F,King-HighFlush
982,4,156,2964,35816,KJ942,F,King-HighFlush
983,4,156,2964,35816,KJ932,F,King-HighFlush
984,4,172,3608,48460,KJ876,F,King-HighFlush
985,4,168,3444,45180,KJ875,F,King-HighFlush
986,4,164,3280,41900,KJ874,F,King-HighFlush
987,4,160,3120,38780,KJ873,F,King-HighFlush
988,4,156,2964,35816,KJ872,F,King-HighFlush
